,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Residancy_Altitude,Looking_at_poles_results,Yearly_ExpensesK,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Satisfaction_with_previous_vote,Avg_monthly_income_all_years,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Garden_sqr_meter_per_person_in_residancy_area,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters,split
96,Oranges,2.0,382.544192249,51544.0102218,Healthcare,127.51473075,No,404.220045157,Yes,Male,After_16:00,0.190502977697,0.0931902711745,5.84019741509,3.02350778366,2.44155820226,9.31789500173,7292.0,96.4260384208,565.323390457,5172.84723248,70544.3478857,Yes,163393.844907,,640397.323635,,16397.5212889,80.0,45_and_up,3.0,950.229053351,17.0,Foot_or_bicycle,Services_or_Retail,802.031994849,0.0,No,train
99,Greys,9.0,745.000318497,154853.799696,Education,248.333439499,No,623.572081185,No,Female,By_16:00,0.352760081179,0.558270863956,2.74062741548,1.25616330886,5.22877795389,8.4927313053,5960.0,96.6155310161,586.305268641,7408.33134913,72369.3084077,Yes,388842.140433,24.2137413185,688787.576046,65.9060481004,61927.8306129,100.0,Below_30,2.0,913.165896336,20.0,Car,Hightech,646.267892882,2.0,No,train
100,Browns,5.0,1261.06020507,221551.942499,Healthcare,420.353401692,Yes,527.061138573,No,Male,After_16:00,0.331370468484,0.630061588017,9.3757165852,4.49532689527,7.76519727428,1.2826479692,7789.0,70.28795355,35.6361530081,5341.88369175,16555.0447638,No,277793.443794,5.96960241625,3283.19773089,53.4029021859,177127.335715,80.0,Below_30,2.0,187.911546509,16.0,Public_or_other,Public_Sector,206.265789889,1.0,No,train
103,Yellows,4.0,494.96113983,68674.4038067,Education,164.98704661,No,416.241185097,Yes,Female,After_16:00,0.945506213931,0.321865582373,1.31593973376,6.47097466746,8.99852719158,8.50819287356,9035.0,58.9809454512,684.125963672,5530.66377832,77119.2942853,Yes,173256.724171,26.1558017211,937148.697224,47.1882725134,27395.7125957,,45_and_up,1.0,990.231334617,16.0,Foot_or_bicycle,Public_Sector,665.787697605,1.0,No,train
104,Yellows,6.0,265.582273431,32750.7501724,Environment,88.5274244769,No,369.950333085,Yes,Female,By_16:00,0.323368038284,0.713978874264,3.14264873508,4.32501393137,7.09750561975,1.63825068856,6000.0,25.9257656988,564.525770173,4828.5548712,65593.2988754,Yes,136863.24895,23.7597510545,638373.513825,82.2965935804,7935.63230899,90.0,Below_30,3.0,852.504782966,20.0,Public_or_other,Student_or_Unemployed,614.873113004,1.0,No,train
105,Yellows,1.0,318.269761106,45191.8190461,Social,106.089920369,No,425.97655733,Yes,Male,By_16:00,0.808664751239,0.761962663615,8.5237130383,8.89771949034,7.68008483341,6.49752910947,4334.0,81.5864922712,620.594655246,5500.9548838,71739.9307073,Yes,181456.027395,24.9117372988,771357.113876,61.4927180111,11371.1611242,70.0,30-45,3.0,923.975384868,17.0,Motorcycle_or_truck,Services_or_Retail,645.685078828,1.0,No,train
108,Whites,5.0,205.46616188,62090.9131093,Foreign_Affairs,68.4887206268,No,906.585968332,No,Male,By_16:00,0.811827471713,0.319162629545,8.16732103471,1.06535477098,5.28046550462,8.9670733572,9045.0,5.5949578993,938.26467499,10942.3890333,111602.551606,Yes,821898.117977,30.6311063298,1762516.4569,41.6378112044,4769.19357372,40.0,,0.0,1394.43193792,8.0,Car,Public_Sector,918.670267193,3.0,Yes,train
109,Yellows,10.0,762.960534236,130301.958894,Financial,254.320178079,No,512.35399361,No,Female,By_16:00,0.915361577645,0.407531106612,9.25366337178,9.88269290887,2.68383003771,6.84530080063,5578.0,15.330882417,611.924641967,6347.38922004,75502.8853967,Yes,262506.614768,24.7371106228,750201.493067,37.6859546173,64943.0731561,60.0,30-45,1.0,989.769667304,14.0,Foot_or_bicycle,Hightech,775.604180346,0.0,No,train
110,Blues,10.0,229.403687858,46059.1789107,Education,76.4678959526,No,602.333545822,No,Male,After_16:00,0.681006802944,0.977292804047,1.67122310959,4.11864146125,3.31868277164,9.02082973393,7583.0,12.829744257,642.597344015,7308.53014625,77172.3450193,Yes,362805.700422,25.3495038219,827150.021712,24.5016975328,5933.80700737,100.0,Below_30,2.0,976.068512438,1.0,Car,Student_or_Unemployed,674.995096485,1.0,No,train
111,Greens,4.0,272.091237156,73411.6385492,Foreign_Affairs,90.6970790521,No,809.415686993,No,Male,After_16:00,0.1496906213,0.548965975875,7.82339784782,2.51195348799,9.01132748928,5.13140337076,4844.0,49.3202791084,803.542221342,9701.24131262,80563.0133085,Yes,655153.754351,28.3468203039,1292289.16512,63.1424807711,8326.65722764,40.0,Below_30,0.0,858.902805347,16.0,Foot_or_bicycle,Services_or_Retail,109.54647488,0.0,Yes,train
113,Browns,7.0,1146.06068002,162942.683162,Social,382.020226673,Yes,426.528942149,Yes,Female,By_16:00,0.100690050051,0.984026981751,2.09378659725,2.11049401201,0.232292064466,5.05975177279,9298.0,37.7538054483,536.188887407,5337.66719631,56487.292569,No,181926.938491,23.1557527929,575709.278794,74.4800943416,146331.473814,70.0,30-45,1.0,663.074839836,19.0,Public_or_other,Hightech,275.703893909,5.0,No,train
115,Yellows,10.0,310.294980368,52334.2178551,Financial,103.431660123,No,505.978708967,No,Male,By_16:00,0.274349663872,0.127873377409,5.91433494119,5.53914043121,6.52942197165,2.31207997305,6749.0,82.969889883,591.409146837,6242.60538334,72276.8298449,Yes,256014.453928,24.3189051324,700756.94794,51.1720942566,10811.5399758,60.0,30-45,3.0,938.571756212,14.0,Public_or_other,Student_or_Unemployed,711.411306325,0.0,No,train
116,Whites,2.0,109.811369753,2025.98927991,Military,36.6037899176,No,55.3491669707,Yes,Male,After_16:00,0.17843494215,0.870337674394,9.49077516794,5.08142648963,0.299251675606,5.66099102609,3016.0,68.4698253404,388.566751489,1330.62517269,48534.9886883,Yes,3063.53028435,19.7120965777,302751.360011,2.1295075072,1386.44122625,30.0,30-45,3.0,714.1300524,18.0,Car,Public_Sector,717.770118725,0.0,Yes,train
117,Greys,10.0,541.697965576,79287.4560279,Healthcare,180.565988525,No,439.105153055,,Male,After_16:00,0.310093048261,0.72130014142,3.58952146489,7.51249949215,3.99964765646,1.05147664435,9756.0,55.5963886203,594.397446127,5579.8464228,71418.1037035,Yes,192813.335439,24.3802675565,707778.862661,3.82428267039,32794.6422006,80.0,Below_30,2.0,935.423008373,2.0,Car,Services_or_Retail,713.109583106,1.0,No,train
118,Greys,6.0,1003.57680822,206274.969628,Environment,334.52560274,No,616.619379618,No,Male,By_16:00,0.87177216704,0.528469992569,9.57620165544,6.02287109941,1.77074386273,0.197492884472,3446.0,96.8430376379,586.296024206,7338.78584459,72329.8692682,Yes,,24.2135504255,688762.399636,62.0011548512,112251.904491,90.0,30-45,1.0,914.190487533,5.0,Public_or_other,Hightech,649.724255572,1.0,No,train
120,Yellows,7.0,373.268918869,57892.4436695,Social,124.422972956,No,465.287416736,Yes,Male,After_16:00,0.871978419833,0.972267808858,5.82286074292,2.22255113767,4.88024083199,6.56316790031,4878.0,27.8541759588,644.545163365,5941.96449409,76898.2153171,Yes,216492.380173,25.3878940317,832109.819007,16.7676307261,15615.4991722,70.0,Below_30,2.0,1005.41756617,16.0,Car,Services_or_Retail,757.596354927,1.0,No,train
121,Reds,2.0,276.236022458,54690.0198086,Financial,92.0786741528,No,593.94881944,No,Male,After_16:00,0.153028762667,0.349288667319,3.0403731484,,7.48884625034,0.128130645026,4257.0,21.11418969,648.374304948,7236.23680429,78804.5657555,Yes,352775.200114,25.4631951049,842114.492298,92.4968930194,8580.56090788,60.0,30-45,3.0,1008.96417877,3.0,Public_or_other,Hightech,732.064844749,0.0,No,train
123,Greens,4.0,251.727067994,61072.2883832,Foreign_Affairs,83.9090226645,No,727.839348426,No,Female,After_16:00,0.612403817941,0.0969796285499,9.71559120575,4.28266261704,3.37523408234,9.92053626804,8281.0,,815.03507308,8908.46363042,93814.9672194,Yes,529750.117117,28.5488191188,1330008.21885,93.191195582,7134.63310718,40.0,30-45,3.0,1159.3349017,1.0,Motorcycle_or_truck,Student_or_Unemployed,706.038802164,2.0,Yes,train
126,Yellows,2.0,78.7178385133,9444.90566776,Education,26.2392795044,No,359.952934918,Yes,Female,By_16:00,0.0666413060389,0.46560089523,6.4460158674,2.40874405252,5.03455178812,2.33007715316,8380.0,7.37899676897,562.997944981,4725.52523914,64746.542303,Yes,129566.115356,23.727577731,634894.086206,44.5245759329,724.739068417,100.0,Below_30,1.0,838.07402682,1.0,Motorcycle_or_truck,Services_or_Retail,590.761165691,0.0,No,train
131,Browns,7.0,1511.70936676,343503.568204,Social,503.903122254,Yes,681.685730915,No,Female,After_16:00,0.324382889783,0.438645666465,3.69078747928,3.84886407759,2.51221340615,2.51260883408,7927.0,40.863149357,729.406391148,8275.67009145,83170.49893,No,464695.435734,27.0075247135,1065334.2409,93.299293681,254432.25974,70.0,30-45,1.0,1012.22846018,17.0,Foot_or_bicycle,Public_Sector,575.188270112,1.0,No,train
132,Oranges,8.0,297.960428169,43938.5187396,Education,99.3201427232,No,442.392827224,Yes,Male,By_16:00,0.459204597166,0.102774061728,4.22044639243,7.15064465301,9.3127728207,0.675728511997,9995.0,49.2696167203,586.01685354,5595.96197932,72309.0575246,Yes,195711.413579,24.207784978,688062.464667,3.15272151493,9973.81089327,100.0,30-45,3.0,960.937737399,4.0,Foot_or_bicycle,Hightech,778.56657298,0.0,No,train
133,Greens,8.0,915.844009901,166949.711486,Foreign_Affairs,305.281336634,No,546.871660507,No,Male,By_16:00,0.359382686438,0.253001445904,9.80247605126,9.26874990342,8.88487958815,3.55234411079,7163.0,9.20382430777,835.228446878,7139.17349882,84647.9741004,Yes,299068.613065,28.9003191484,1396140.9834,74.8979500961,93511.9758334,40.0,Below_30,2.0,991.890162189,10.0,Public_or_other,Hightech,370.994787896,0.0,Yes,train
134,Greens,8.0,579.902364573,169190.52343,Other,193.300788191,No,875.270737451,No,Female,By_16:00,0.913945303764,0.901534596691,6.19910962414,7.28659344604,9.50094312429,7.22740594298,6768.0,87.7570095472,611.707222692,9976.1218199,70336.6513519,Yes,766098.863839,24.7327156352,749540.222065,0.45557632111,37568.4955034,50.0,Below_30,4.0,779.812943731,13.0,Car,Student_or_Unemployed,283.498739125,1.0,Yes,train
135,Greys,7.0,110.215656404,24127.2630914,Environment,36.7385521346,No,656.728741052,No,Female,After_16:00,0.77818208118,0.51391515159,6.67912960285,4.17096961755,0.949212529231,0.0356750166975,9547.0,22.9693439323,617.988169058,7803.26374863,76127.0605234,Yes,431292.639323,24.859367833,765160.422863,12.6803261926,1396.45976508,90.0,30-45,4.0,959.332191494,1.0,Car,Services_or_Retail,674.939930473,1.0,No,train
138,Yellows,1.0,222.8959167,34326.1152382,Environment,74.2986388999,No,462.001939019,Yes,Male,By_16:00,0.87877788092,0.661006635753,6.69187523657,1.15463095484,0.600929069333,0.764993575867,4482.0,19.3359026918,534.691741228,5689.40287264,64970.9005827,Yes,213445.791657,23.1234024579,572886.062924,27.0159482257,5604.58638128,90.0,Below_30,5.0,839.195115814,17.0,Foot_or_bicycle,Services_or_Retail,623.544709613,0.0,No,train
139,Reds,3.0,358.12637776,76452.2932066,Healthcare,119.375459253,No,640.435594425,No,Male,By_16:00,0.122427602764,0.396884317044,7.62876525056,4.9657109729,1.9429760729,8.69636969641,8544.0,64.9057310773,674.870261513,7754.09646728,80731.4607092,Yes,410157.750607,25.9782651752,912239.498591,64.270482189,14379.8757312,80.0,30-45,2.0,1016.08841835,7.0,Foot_or_bicycle,Public_Sector,689.323247083,1.0,No,train
140,Yellows,9.0,65.505085691,8683.58160861,Healthcare,21.8350285637,No,397.690416721,Yes,Female,After_16:00,0.861188900424,0.438111920608,0.254731022287,9.32150213048,5.16694153892,2.26657110266,7217.0,76.4155766461,501.061204458,4979.02657613,60695.3935825,Yes,158157.667552,22.3843964506,503134.515127,73.0177561287,508.60350094,80.0,45_and_up,2.0,791.805867892,10.0,Car,Hightech,602.163484416,0.0,No,train
142,Yellows,9.0,89.8981125778,16182.4750188,Education,29.9660375259,No,540.027189272,No,Male,After_16:00,0.130156297935,0.830083191162,7.09988860879,1.41039850423,6.63773447275,4.67039341806,4362.0,57.388710347,,6670.35184664,77478.0557002,Yes,291629.365153,25.1999995428,807862.19774,27.0748378243,937.929442531,100.0,30-45,2.0,1005.85164006,20.0,Foot_or_bicycle,Industry_or_other,760.625883738,0.0,No,train
143,Whites,5.0,745.356578849,78846.4070726,Military,248.45219295,No,317.350417143,Yes,Male,By_16:00,0.144339642487,0.927152280929,6.35650893673,3.69500897359,7.96327855438,5.22814838449,6351.0,2.40513947792,948.278497697,5070.06116682,91956.7565698,Yes,100711.287261,30.7941308969,1799256.76531,54.1778933723,61986.9443745,30.0,Below_30,1.0,1117.78394318,12.0,Motorcycle_or_truck,Public_Sector,465.19650707,0.0,Yes,train
144,Oranges,1.0,109.633207763,14825.1494164,Education,36.5444025876,No,405.674969808,Yes,Male,After_16:00,0.265381777892,0.380018155789,7.24263968412,7.22366650822,9.58291634917,6.90561986296,5548.0,67.223124369,582.467473761,5221.6846456,70881.966496,Yes,164572.181129,24.1343629243,679708.39504,21.8071330339,1382.03776307,100.0,45_and_up,1.0,942.7902692,6.0,Motorcycle_or_truck,Hightech,756.004091669,0.0,No,train
147,Greys,9.0,599.637299204,91717.7160633,Healthcare,199.879099735,No,458.865965401,Yes,Male,After_16:00,0.615650441265,0.148976235418,1.2113945419,8.15662470646,2.25602963939,8.49621549016,4566.0,4.47804338764,631.216870056,5851.09339412,75734.2936979,Yes,210557.974203,25.1240297336,798096.43669,4.88139791414,40161.5336105,80.0,45_and_up,0.0,993.030098757,12.0,Foot_or_bicycle,Public_Sector,758.096638333,2.0,No,train
150,Oranges,2.0,318.939654536,46284.6885825,Financial,106.313218179,No,435.361560636,Yes,Male,After_16:00,0.0997848031111,0.683958525537,0.440700419713,0.0551494746469,3.92343275482,5.12067962904,7393.0,83.0483332742,580.24760924,5514.11082484,70799.6085639,Yes,189539.688479,24.0883293161,674558.139935,66.113053076,11418.8135777,60.0,Below_30,2.0,934.860162942,19.0,Public_or_other,Public_Sector,738.202317125,0.0,No,train
151,Purples,4.0,77.7845967022,17047.1983378,Financial,25.9281989007,Yes,657.477150769,No,Female,After_16:00,0.350393276429,0.114123478765,0.137760885991,4.07901544822,9.20853967778,4.08846451901,9768.0,57.8548400197,501.176079174,7577.12366604,64691.2595459,No,432276.203783,22.3869622587,503605.882765,92.3913517036,708.199697137,60.0,30-45,4.0,808.546656961,9.0,Motorcycle_or_truck,Public_Sector,583.480941255,5.0,Yes,train
153,Reds,7.0,469.89379301,102316.295597,Financial,156.631264337,No,653.230349829,No,Female,After_16:00,0.960695920745,0.576997129247,7.12788507575,2.87006853847,8.18467834033,0.8981302334,3738.0,38.0711301696,699.607109721,7931.51771773,84228.5913855,Yes,426709.889938,26.4500871401,980309.320496,54.6480276156,24699.984232,60.0,45_and_up,2.0,1067.90653505,12.0,Foot_or_bicycle,Student_or_Unemployed,745.874202642,0.0,No,train
154,Yellows,4.0,97.5890824538,13831.9276002,Education,32.5296941513,No,425.209272975,Yes,Female,After_16:00,0.256197472801,0.14082048717,2.17491714051,7.13488863083,0.394696206786,9.58086060826,6122.0,77.9081606772,559.265375633,5370.62348102,64954.4184958,Yes,180802.925824,23.6487922658,626555.279201,21.937323641,1100.71069573,100.0,30-45,2.0,828.134348076,11.0,Car,Student_or_Unemployed,564.549165419,1.0,No,train
156,Greens,8.0,299.776041691,77438.6016718,Other,99.9253472303,No,774.964549218,No,Male,After_16:00,0.278945904458,0.227440638002,4.64106534841,2.07444492029,5.81424351782,,4452.0,50.3827196546,154.950387302,8059.54626678,27105.602771,Yes,600570.052544,12.4479069446,48870.9563147,17.9040871793,10095.0003663,50.0,30-45,4.0,250.325161106,11.0,Foot_or_bicycle,Public_Sector,66.7467152234,1.0,Yes,train
157,Greens,7.0,733.80174204,230228.606315,Foreign_Affairs,244.60058068,No,941.243089755,No,Male,After_16:00,0.477018214064,0.582007867517,4.12626675563,5.36683212034,1.8529056618,2.05824739998,3878.0,66.2304435857,802.527366425,11017.4856304,91839.8327898,Yes,885938.554012,28.3289139648,1289557.52607,24.988036626,60084.0446497,40.0,Below_30,1.0,1069.36656811,2.0,Foot_or_bicycle,Public_Sector,505.935258698,2.0,Yes,train
158,Blues,10.0,275.402901128,41473.5993458,Financial,91.8009670428,No,451.777368821,Yes,Male,By_16:00,0.82452701591,0.360744604375,0.141207934357,4.78771323338,0.534769080114,3.07381630642,8883.0,86.6428688169,601.881502714,5721.53669364,70028.665573,Yes,204102.790979,24.5332733795,725601.765296,6.99054875877,8529.21851704,60.0,Below_30,2.0,895.521743365,3.0,Motorcycle_or_truck,Hightech,617.301308081,0.0,No,train
160,Greens,8.0,347.708895663,110116.108597,Other,115.902965221,No,950.071539471,No,Male,By_16:00,0.487369780662,0.579700499075,6.62429902237,3.44192245742,8.19876144174,1.49903610349,9086.0,33.9471983025,677.321543768,10855.3584822,82151.9033959,Yes,902635.930112,26.0254018944,919002.712918,72.5049976725,13559.4003122,50.0,Below_30,3.0,961.443580806,20.0,Motorcycle_or_truck,Industry_or_other,513.694074936,0.0,Yes,train
161,Oranges,3.0,87.5409793858,11848.7573015,Financial,29.1803264619,No,406.052938336,Yes,Male,By_16:00,0.923016922781,0.359047685284,1.3225517422,9.47191404644,3.01081390819,1.07013429748,6689.0,23.2798719779,589.782112642,5240.09360865,72358.7012983,,164878.988732,24.2854300485,696896.422085,56.6189128906,890.671778887,60.0,30-45,3.0,968.653376411,6.0,Public_or_other,Industry_or_other,794.4883624,0.0,No,train
162,Pinks,6.0,337.439941491,87688.0152186,Other,112.479980497,No,779.587752691,No,Female,After_16:00,0.770373552106,0.695545562077,8.97452134173,7.20606671181,1.46086784778,1.38316262048,5162.0,10.1337154629,523.146010702,8842.16954832,76537.1492429,Yes,607757.064147,22.8723853304,549084.931589,23.6026390456,12774.2259931,50.0,30-45,0.0,1014.71358905,10.0,Foot_or_bicycle,Public_Sector,931.846808301,1.0,Yes,train
163,Yellows,7.0,813.811571269,154714.661576,Financial,271.270523756,No,570.333479045,No,Male,After_16:00,0.187053429661,0.403179244371,8.66044591647,0.404862971045,3.76208427362,7.00437179301,9141.0,5.57056046091,602.669671674,6908.6741338,78502.8104762,Yes,325280.27732,24.5493313895,727897.172294,23.4840298537,73868.9675828,60.0,Below_30,2.0,1047.12230455,20.0,Foot_or_bicycle,Public_Sector,895.372504283,0.0,No,train
164,Blues,6.0,868.938795972,121204.597749,Healthcare,289.646265324,No,418.457312452,Yes,Male,After_16:00,0.618546769256,0.727035885444,0.707783980761,7.61215531267,5.62827109359,7.03772432404,3134.0,59.4860872254,571.083909518,5326.74094356,66585.8708294,Yes,175106.522344,23.8973619782,653301.485245,18.5138121247,84194.6052815,80.0,45_and_up,1.0,855.503505382,17.0,Motorcycle_or_truck,Hightech,599.364511141,1.0,No,train
165,Blues,9.0,41.8933557575,8699.49635856,Education,13.9644519192,No,622.97442169,No,Male,After_16:00,0.488446037285,0.203052522382,4.26391503541,9.77121445118,6.03093050653,9.03159563197,6985.0,45.155950496,654.662280951,7539.0687788,78220.7614547,Yes,,25.5863690459,858461.735743,60.8264618088,218.970369322,100.0,Below_30,3.0,983.17205611,15.0,Motorcycle_or_truck,Hightech,663.357122171,0.0,No,train
166,Blues,7.0,298.447097506,45005.5027156,Environment,99.4823658353,No,452.396787488,Yes,Female,By_16:00,0.58441541926,0.50247842609,0.851055800449,5.40370283416,6.14113326883,8.09973947238,9013.0,59.9765510065,596.466158527,5716.90019193,69883.9010008,Yes,204662.85333,24.422656664,712635.538668,72.3622018239,10006.223478,90.0,Below_30,3.0,896.751893844,16.0,Motorcycle_or_truck,Public_Sector,629.385344841,0.0,No,train
167,Greys,9.0,1009.51820143,147140.290908,Financial,336.506067144,No,437.258953923,Yes,Male,After_16:00,0.600745891919,0.719366013538,5.80462488579,9.77410216583,5.55678086355,1.42817565706,6487.0,50.8856887696,600.951249895,5574.49203902,72457.7992275,Yes,191195.392786,24.514307045,723468.950934,14.9820437888,113582.839292,60.0,30-45,1.0,953.023259846,19.0,Foot_or_bicycle,Public_Sector,736.882479096,0.0,No,train
171,Yellows,3.0,663.553077344,88796.7232761,Financial,221.184359115,No,401.460228163,Yes,Female,By_16:00,0.338616487803,0.364770199871,2.4713636376,8.80592464935,3.78539651632,4.08713541925,5149.0,95.4998442205,571.677080489,5157.9564426,66259.6263167,Yes,161170.314796,23.9097695616,654636.508768,52.0647783298,49153.7050761,60.0,30-45,2.0,852.495308274,16.0,Car,Hightech,595.679826035,0.0,No,train
